text,true_label,pred_label
je suis très satisfaite du service client de l'écoute de la rapidité et des prix plus bas par rapport à mon ancienne assurance je recommande l'olivier assurance,1,5
bonjour je suis chez vous depuis 20219 je n'ai eu aucun sinistre et ma cotisation est passée de 790 à 904 annuelle en 2 ans avec le covid je croyais que les assurances avaient gagnées de l'argent du fait que les véhicules aient moins été accidentés je ne comprends pas cette hausse,1,2
je suis satisfais du services bon rapport qualité prix accessibles a toutes les bourse je recommence fortement direct assurances rapide éfficace sans prendre de rdv,3,5
service client compliqué demande de retour de police faite il y a cela maintenant 3 mois après un mois sans aucune nouvelle et après avoir adressé les documents aucune nouvelle pas d'accusé de réception la première fois on me dit que mes documents ont été a priori bien été reçus que je devrais recevoir un courrier et que cela va prendre un mois de délai le courrier n'arrivant pas je fais des appels répétés de relance toutes les semaines et là on m'annonce deux mois de délai pour finalement au bout de 2 mois m'annoncer un délai de trois mois ce jour étant maintenant à 3 mois nouvel appel de ma part une personne très aimable me répond qu'elle ne sait pas où en est mon dossier et qu'elle transmet ma demande et qu'elle ne peut pas m'en dire plus je lui demande si elle a une trace de mes appels précédents elle me répond que non je lui demande si je peux avoir un interlocuteur qui serait plus à même de me renseigner et là encore ce n'est pas possible je trouve cela assez inhumain je ne comprends pas comment on peut laisser les personnes comme cela dans l'attente,2,1
je suis dégoutée par cette assurance 35 ans de fidelité pour rien ma maison a été sinistrée par la sécheresse et depuis juin 2019 je me bats pour être indemnisée son expert a préconisé une reprise en sous oeuvre mais la matmut refuse et a commandé juste un agrafage des fissures en sachant très bien que ca ne tiendra pas et que ca ne va pas suffire pour empecher ma maison de s'affaisser davantage,3,1
cela fait 1 mois et demi qu'on me mène en bateau juste pour avoir le gestionnaire de mon dossier sinistre il me donne des rendez-vous telephonique qui ne sont pas honorés depuis 1 mois et demi aujourd'hui il m'ont appeler j'ai pas pu decrocher je les est rappelez 1 min après ils m'ont dit qu'il fallais pas rater l'appelle et ils m'ont redonnez un rendez-vous telephonique dans 1 semaine donc je doit patienter 2 semaine pour avoir un simple gestionnaire de sinistre depuis le 30 avril 2020 je suis sans véhicule et bien sur sans reponse concernant l'avancement de mon sinistre pourtant pour me prelevé 115euros par mois ils sont assidus je ne souhaite qu'avoir des information concernant l'avancement de mon sinistre et pour cette simple demande ils sont incapable je dois avancer les frais de réparations de mon véhicule qui s'élève a plus de 3000 euros mais apres avoir lu les commentaire des differents assurée je pense qu'il me remboursement en 2021,1,2
mutuelle santé à éviter à tout prix,1,3
j'attends de voir le montant définitif et si il correspond à mes besoins satisfaite de la rapidité pour recevoir les infos c'est très très pratique merci,2,4
je suis satisfait prix un peu élever mais je viens de m'assurer je suis jeune conductrice je verrais comment cela se passera sur la longueur et sur les prestations,5,4
difficile à dire je viens juste de m'inscrire pour les prix ça va et pour le site c'est bien et on arrive à avoir quelqu'un au téléphone maintenant à voir lorsque j'en aurai vraiment besoin sans l'espérer,3,4
je suis très satisfait de mon interlocutrice qui a été très professionnelle à l'écoute et disponible des réponses très claires tout ceci malgré le contexte compliqué de l'incendie du serveur informatique,4,5
bonjour j'attend mon relevé d'information demandé en recommandé par mon nouveau assureur depuis le 23 février 2021 jusqu'à ce jour 13 mars 2021 aucune nouvelle de la part de l'olivier assurance qui avait clôturé mon compte client dés réception du courrier bien entendu après prélèvement le code des assurance stipule que le délai est de 15 jours au maximum largement dépassé lors de la souscription tout étai fait en ligne aucun échange n'était fait hors ligne mise à part la vignette et là bizarrement rien,3,2
personnel très réactif et impliqué lors de mes demandes mon dossier a été traité rapidement a voir en cas de sinistre ce qui ne m'est pas arrivé en 6 ans d'où 4 étoiles seulement,4,3
les prix sont elevé de mon point de vu surtout avec une franchise qui est aussi importante mais le service client est vraiment satisfaisant je vous remercie,3,5
top super bonne écoute super structure et bien presi merci d'avance pour llles informations ki son rapide et bien ecrite ke meilleur prix grâce o services linx,4,5
bonjour les prix me conviennent cela devrait être simple et pratique j'espère que ce sera aussi simple en cas de sinistre merci de me recevoir parmi vous cordialement,3,4
une assurance toujours à l'écoute les démarches sont rapide nous ne sommes pas un numéro de client mais une personne propre je recommande cette assureur merci pour votre professionnalisme,5,4
maif ou est ton aura des années antérieures adhérent à la maif depuis depuis plus de 30 ans je suis extrêmement déçu de voir ce qu'elle devient actuellement je m'explique je viens de déclarer un sinistre d'habitation causé par edf qui en coupant un poteau a déclenché un incendie dans le quartier comme mes toiles de stores étaient brûlées par des flammèches j'ai fait établir un devis pour les remplacer la maif n'ayant plus ses propres experts elle a délégué ce travail à elex qui abaisse le montant de 1925 euros à 1277 euros je contacte donc cette expertise demandant logiquement l'adresse d'un artisan pouvant effectuer cette réparation pour ce prix et en réponse j'obtiens que ce sont les prix du marché en gros circulez il n'y a rien a voir ce cabinet d' expertise étant située à plus de 300 kms je ne sais pas si les prix sont plus bas dans sa région mais ici je ne trouve pas en outre bien que je ne sois pour rien dans ce sinistre il est prélevé 125 euros de franchise plus 280 euros qui me seront remboursés quand le travail sera fait si l'on y rajoute la différence de l'estimation d'elex il me faut débourser immédiatement environ la moitié du prix du devis initial comme je n'y suis pour rien je n'ose imaginer la tournure des événements si j'étais entièrement responsable ce n'est pas tout la maif me demande de prendre contact avec la mairie de la commune en charge du dossier incendie en vue d' un éventuel recours pour me rembourser la franchise c'est à ne rien y comprendre qui fait quoi est ce à l'assuré d'assumer lui même le travail de l'assureur je ne cache pas que malgré une certaine nostalgie je suis en train de chercher ailleurs,2,1
bonjour je suis satisfait de l'assurance auto la seule chose qui est vraiment dommage est que il n'y ai pas de service client joignable par téléphone cordialement,5,3
3 mois après ma souscription suite à un changement de voiture mon devis augmente de près de 10 le montant augment de 10 tous les ans sans avis indiquant précisément cette augmentation,2,1
contrat venant d'être signé prix intéressant voir à l'utilisation ayant une deuxième moto si cela me convient je l'assurerais également chez april moto,4,5
bien bon rapport qualité prix pour une première assurance automobile j'espère être pleinement satisfaite en cas de problèmes cordialement merci,3,5
je me permets de mettre un avis sur cette assurance qui d'après plusieurs échos est une super assurance ma famille étant assurés chez eux pour leur automobile m'ont fait part de leur professionnalisme alors je me suis précipité de les appeler en toute confiance pour faire une demande de devis bien évidemment j'ai envoyé par mail toutes les informations dont ils avaient besoin pour que je puisse recevoir un retour dans les plus bref délais après 3 semaines d'attente je décide de relancer la demande de devis et je n'ai reçu aucun retour hier le jeudi 04 02 2021 j'ai décidé d'appeler directement leur numéro qui est donc le 0969394949 pour demander un devis d'assurance automobile étant donné qu'ils n'ont pas su me répondre via mon mail et j'ai eu la patience d'attendre 1 journée entière afin d'avoir un devis correct car j'ai eu une première dame qui m'a donné un premier devis a 112 en tout risques un deuxième homme a 150 en tout risques et un troisième homme me disant que d'après le dossier que les deux autres premiers correspondants avaient crées le siège avait refusé ma demande et ne voulait pas m'assuré je ne trouve pas que cette assurance soit professionnelles ils ne sont la que pour l'argent ne vous attendais pas a avoir une réponse par adresse mail ou courrier postal en revanche ils répondent vite au telephone mais apres une journee entiere a attendre je suis tres déçu de la perte de temps qu'ils m'ont causés une journee entiere pour me dire que finalement le siege n'accepté pas de m'assurer et pourquoi il n'a aucune excuse ah si j'ai eu un accident 100 responsable en 3 ans de permis bien sur sa il ne me l'ont pas dit mais je ne suis pas bete au fond de me dire qu'ils ne veulent pas m'assurer par un simple coup de tete et a en lire les commentaires ils en veulent qu'a notre argent car tout ce qui concerne les reparations apres un sinistre ne les regarde en rien car tout ce que vous pouvez declare ils en deviennent aveugle assurance a fuir j'ai des choses a rajouter mais sa serait leur acordé trop d'importance pour rien ils vont perdre tout leurs clients a commencer par moi et ma famille,1,2
je n'ai jamais vue une assurance aussi nuuuuulll que celle ci c'est grave ça fait 4 mois que j'attend mon virement de ma moto et toujours sans réponse et la gestionnaire ce permet de me dire ça ferra bientôt 5 mois en rigolant c'est insultant une assurance a fuiiiirr n'assurez surtout pas vos véhicules chez eux pour les prélèvements ils sont présent mais pour les remboursements y'a plus personne je ne recommande surtout pas cette assurance même à mon pire ennemi,1,2
en 4 ans je n'ai eu qu'un seul accident non responsable qui remonte à 1 an et demi il y a 3 mois j'ai fait détruire mon véhicule aujourd'hui je reçois une décision interne arbitraire de direct assurance qui me dit que mon contrat sera résilié à la date anniversaire pourtant lorsque j'ai fait détruire mon vehicule j'en ai informé un conseillé qui m'a demandé deenvoyé les documents par mail et donc suite au courrier que je reçois aujourd'hui et en vérifiant mes comptes il apparaît que direct assurance continue tranquillement de se servir sur mon compte scandaleux je fais appel à une association consommateurs parce que là c'est trop,1,2
le service euro fil est bon j ai eu deux fois un problème de vitre et ils ont été a l écoute et on fait le nécessaire pour les règlements lorsque je demande un renseignement ils sont a l écoute pour le moment je suis satisfait,4,3
ras tout c est très bien passer facilité de compréhension niveau expliquation nickel rien a dire c étais parfait plus qu à attendre les papiers,3,4
et si j'avais pu mettre 0 je l'aurais fais bon pour les tarifs ok mais j'espère attirer l'attention de quelqu'un de compétent dispositions particulières déjà envoyées par mail le 09 mars attestation de conduite permis ue recto verso déjà envoyé par mail le 09 mars relevé d'information envoyé le 16 mars mais à mon grand regret je me suis trompée d'adresse en faisant simplement répondre à l'adresse du courtier qui m'avait envoyé les documents à signer du coup visiblement personne n'a reçu mes documents et à 10 jours de la fin du délai je reçois une lettre recommandée me disant que je vais être résiliée sous 10 jours soit le 08 mai aurait-il été trop compliqué pour le courtier qui à établi mon contrat de me faire un retour de mail pour me dire que ce n'était pas la bonne adresse ou envoyer mes documents pas de numéro de téléphone sur la lettre recommandée pas d'internet chez moi zone blanche et en arrêt maladie donc je ne peu prendre le dossier en main qu'aujourd'hui depuis ce matin 11h c'est la 3 ou 4ème fois que je téléphone et que je tombe sur les fameux opérateurs avec leur discours bien rodé et qui dès qu'on sort des sentiers battus sont incapables de répondre à nos questions 14h40 mon problème n'est toujours pas réglé et en plus nous avons déjà un contrat chez eux mais au nom de mon mari avec un espace client par lequel je pourrais gérer tout ça mais il faut tenez vous bien que je résilie le contrat qu'on veut me résilier pour le mettre au nom de mon mari sans quoi je suis obligée de recréer un espace client avec une adresse mail différente sauf que et bien sur le contrat de monsieur et sur le mien c'est la même adresse mail donc l'informatique refuse toute manipulation car l'adresse mail est uniquement attribuée à monsieur alors qu'au téléphone personne ne m'a dit quoi que ce soit vous connaissez l'histoire du chien qui se mord la queue il s'appelle april donc je viens de renvoyer un mail à la bonne adresse avec de nouveau les fameux documents et j'appelle tout de suite pour savoir si ils les ont reçu pas possible de répondre à ma question donc en bref je suis à 5 jours de la résiliation de mon contrat et personne n'est capable de me dire si mon dossier est complet inutile de vous dire que je suis très mécontente de votre gestion ce n'est pas très plaisant de recevoir une lr juste quelques jours avant la résiliation imaginons que je sois dans l'incapacité de répondre sous 10 jours en vacances ou hospitalisée par exemple moi j'étais juste persuadée que vous aviez tous les documents sale boulot et aucunes considérations pour vos clients,1,2
satisfait de la communication efficace rapide et sérieux content de vous avoir comme assurance pour mon habitation et mes voiture merci cordialement monsieur et madame mellal,4,5
cette assurance n'est bonne que quand nous ne sommes pas encore client mais dès que nous avons signé le contrat il n'y a plus personne donc je décommande de prendre cette assurance vraiment pas sérieux pour les avoir au téléphone c'est impossible et pas de réponses aux mails,1,2
le niveau de prix est dans la moyenne à améliorer néanmoins axa est proche des clients grâce à ses agents compétents les garanties me semblent bonnes je n'ai jamais eu de sinistres j'aimerai avoir un bonus au delà de 50,4,3
je suis satisfait contact simpa merci cordialement pour votre service savoir faire avec votre client prestations bien bon prix très bonne journée merci encore une fois,3,4
après avoir réceptionné mon avis d'échéance daté du 07 11 19 et reçu le 13 11 19 un lrar a été envoyé le 27 11 19 avec cachet de la poste faisant foi à l'olivier en vue de résiliation de mon contrat auto dans le cadre de la loi chatel non seulement ces derniers ne veulent respecter la loi chatel et résilier mon contrat comme demandé dans le délai des 20 jours impartis mais en plus la somme prélevée de 332 22 euros est bien plus élevée que le montant qu'ils avaient proposé et que j'ai refusé d'où ma demande de résiliation j'ai donc été débitée de cette somme de 322 30 euros alors que je ne suis même pas assurée chez eux une honte l'olivier une assurance à ne recommander sous aucun prétexte,1,2
beaucoup de succursale très souvent un accueil très agréable,3,4
je suis chez neoliane depuis 4 ans rien a dire je suis très satisfaites en plus long bénéficie d'un service carte blanche je paie pas mon opticien ce qui es un point très postif,3,4
assurance trop chère lors d'un seul sinistre le rapport qualité prix n'est pas valable je suis partie 1 fois revenue pour avoir toutes mes assurances chez le même assureur je pense arrêter mon contrat auto déçu,1,2
apres 10 ans a la macif de thorigny sur marne je vais fuir cette sociéte qui n'a aucun scrupule et aucucne communications entre eux du coup qui mettent les sociétaires dans des situations tres délicates aucune écoute juste un numéro aprés tant d'années franchement on est juste bon payé,1,2
super de vrais professionnelles de la santé toujours à l'écoute pour nous trouver des contrat adaptés,5,4
pour le prix une étoile c'est suffisant la satisfaction une étoile reflète la froideur des réponses au téléphone de meme pour le bureau de douai qui n'est pas arrivé à entrer en communication pour traiter ce deuxième sinistre bilan j' ai changé d' assurance,1,2
je paie un pseudo sinistre depuis 2017 non déclaré par la victime à son assurance puisque pas assuré pas le propriétaire du véhicule pas de permis sur lui signalé lors de ma déclaration de sinistre à vous que je n'aurai pas du faire je suis passé de 505 00 par an en 2015 à 900 euros à ce jour honteux,1,2
en plus de leur incompétence et délais de non réponse aux mails affligeante ils commettent des erreurs dans leurs réponses aux devis notamment en dentaire et vous indiquent que certains de vos soins ne sont pas remboursables alors que ce n'est pas le cas faites vérifier leurs réponses aux devis par vos professionnels de santé en leur montrant votre tableau de garanties mercer vous n'êtes pas à l'abri de certaines surprises,2,1
très bon agent qui a su répondre à mes questions et attente personne très réactive et a l écoute merci de votre gentillesse cordialement mme simoens esther,5,4
je viens de résilier mon contrat au 31 08 pourquoi les 2 premières années depuis 2017 j'obtenais facilement et rapidement une réponse à mes questions mais plus ces 2 dernières de fait mon contrat n'étant pas responsable je me trouvais écarté des nouvelles dispositions de reste à charge 0 april a un fonctionnement très solide prise en charge remboursements mais pêche par manque de suivi de l'assuré comme beaucoup de mutuelles qui délèguent aux réseaux de courtiers la prospection commerciale leurs clients ne sont pas suivis les assurances gonflent leur portefeuille et les revendent à des plus grosses la résiliation déclenchée par ma nouvelle mutuelle se passe très bien merci april,3,2
facile à contacter prix très compétitifs j'ai bénéficié d'une réduction sur l'année suivante et les explications ont été a la hauteur de mes attentes,5,4
je suis très satisfaite de mon étude prix raisonnable rapidité simple efficace première fois je suis cliente chez vous à voir dans l'avenir,5,4
service client incompétent pas réactif personne qui daigne vous contacter pour une relation humaine mauvaise relation client assurance à éviter,1,2
depuis plus de 20 ans chez amv toujours professionnel et humain les bons renseignements les bons tarifs réactivité quand aux réajustements des contrats tout bien merci,5,4
les prix sont chères pour une personne ayant 4 ans de permis quand même a la demande de prix plus abordable pour un jeune étudiant c'est tout de même un peu couteux,1,3
attention attention alerte rouge ceci est un dernier avertissement pour les messieurs moins cher direct assurance est le pire assureur de france pas de problème quand il vous prélève des sous sur votre compte bancaire vous êtes directement résilié sans notification et sans préavis si vous avez le malheur d'avoir un sinistre mon véhicule c5 imat dg-653-pw j'ai été résilié sans courrier de notification en été 2014 après un sinistre je n'apprend ma résiliation que quand je contacte le service clientèle pour avoir une information,2,1
impossible à joindre au téléphone depuis la pandémie alors que mes autres assureurs ont repris le travail sinistre en souffrance depuis sept mois sans retour interlocuteurs injoignables toujours aucun remboursement alors que 100 victime demande exhorbitante pour fermer contrat alors que vehicule hs,2,1
la pub tv correspond à la réalité c est la maaf que je préfère faut prendre en compte tous les critères et au résultat tout se confirme,5,3
je suis assuré depuis 1 an à cette compagnie et je suis très mécontent du service de celle-ci en ce qui concerne le contact téléphonique après plusieurs appels à leur plateforme au dernier appel l'employé m'a raccroché au nez le service comptabilité avait commis une erreur sur notre prélèvement bancaire après avoir consulté ma banque qui m'informe que aucun rejet n'a été effectué je constate que la comptabilité de chez santiane est mensongère lors de la résiliation de mon contrat qui a 1 an d'existence au 31 décembre 2020 santiane invoque des délais pour la résiliation garder un client sous contrainte est-il sain en résumé fuyer cette mutuelle santiane,2,1
mise en place rapide du contrat réception rapide de la carte verte il serait plutôt utile d'envoyer tous les documents lors de la création du contrat pour éviter les oublis sinon tout est parfait,5,4
les prix ne me convienne pas vos tarifs sont erronés je ne conseille pas du tout je refais un devis avec les même information et j'obtient une différence de 100 euros,1,4
satisfait rapide pas chère efficas rapide merci direct assurance pour votre rapidité et vos tarifs abordables je vous recommanderrais a mes proche et amis,5,4
mon père est décédé au mois de mai j'ai envoyé le certificat de décès délégation de porte fort attestation d'hérédité etc j'ai payé ses dernières factures et envoyé le tout à néoliane le 15 juillet depuis ils ont fait 3 fois le virement sur son compte clôturé forcément en sachant qu'ils ont mon rib vu qu'ils me l'ont demandé deux fois je les relance une fois par mois pour leur laisser le temps de traiter le dossier mais c'est lamentable aux dernières nouvelles ils ont envoyé un chèque le 7septembre à son nom ce qui est totalement faut vu que je n'ai rien reçu et que j'ai fait l'ordre de réexpedition pour le courrier bref aucun suivi et font tout ce qu'il est possible pour ne pas rembourser,2,1
tres satisfait de vos services et de vos tarifs jje recommanderai volontiers votre formule si j'en ai l'opportunite continuez comme cela pour la plus grande satisfaction de vos clients,5,4
je suis satisfait du service car le service est rapide et efficace et très compréhensif répond au besoin des clientèles les démarches sont simple,3,4
je suis assurée pour mon véhicule depuis 42 ans tout de suite après avoir eu mon permis de conduire j'ai bénéficié des conditions bon conducteur bonus à 50 très peu de sinistres en 42 ans et là mal chance mon véhicule pillé de ses optiques arrières sur le parking du personnel de mon lieu de travail soit le chu afin d'éviter de me re-faire vandaliser mon véhicule je l'ai garé dans un endroit moins visible sur ce parking et de ce fait moins facilement accessible par mal chance j'ai heurté un pilier pour manoeuvrer au mieux donc effectivement deux sinistres rapprochés de victime de vandalisme je me retrouve coupable aux yeux de mon assureur la maaf ne renouvelle pas mon contrat d'assurance pour 2022 je suis scandalisée même le directeur de l'agence locale de la maaf trouve cette sanction trop sévère et soit disant irrévocable j'ai un profond sentiment d'injustice et de malveillance de la part de la maaf c'est scandaleux leurs fichiers ne tiennent pas compte de la raison des sinistres ni ne fait un lissage de la frequence des sinistres sur la longévité des contrats et aucune différence n'est fait entre un gros délinquant de la route et un conducteur sérieux,1,2
pas satisfaite j'ai demandé un prélèvement tout les 10 et j'ai constaté que je serai prélevé le 9 novembre et 6 décembre j'ai contacter le service mais a se jour aucune réponse je pense faire valoir mon délai de rétractation,3,2
je n'ai pas reçu ma carte verte définitive est-ce normal sinon depuis le début je vous sollicite vous êtes rapide quand vous répondez vous êtes rapide pour mettre en place les documents mais j'aimerais bien recevoir ma carte verte définitive merci,3,4
ne tomber jamais en panne avec cette assureur car vous devrez vous assister seul en panne sur l autoroute en espagne avec 3 enfants dont un nourrisson en plein cagnard 5h plutard ils relancer encore heureusement les espagnols sont intervenus,1,2
client de 1987 je paie 47 par mois pour que l'on me dise lors d'une demande assistance panne que j'ai droit si seulement 25 km de mon domicile rapatriement du véhicule au garage le plus prêt ici la rochelle j'habite à 200 km de là et j'ai juste droit à un billet de train puis après débrouille toi pour rentrer à mon domicile contact l'agence allianz qui me sort que j'ai a lire le contrat avant de signer et que j'ai eu plusieurs sinistres je lui demande des explications et là on me sort des sinistres non responsables depuis 1994 agent d'assurance non compétent je change d'assurance moins chère et plus d'avantages,1,2
gwendal interlocuteur efficace et précis dans sur les explications de la télétransmission ce qui n'est pas le cas d'autres mutuelles,3,4
du devis à la souscription les démarches sont rapides et simples je trouve la souscription en ligne rapide et simple les prix pratiqués sont très inintéressants,5,4
ancien de directe assurance le prix ma attiré j'ai essayé et je suis loin d'être déçu j'ai eu un petit accrochage depuis que je suis chez eux prise en charge rapide et efficace,5,4
je suis satisfait des services et les prix me conviennent simple rapide et efficace je recommande direct assurance cela vaut clairement le coup,5,4
des amateures de l'assurance je ne veux plus entendre parler d'eux 1ans et demi que je n'ai aucune reponse suite à un vol heureusement que ce n'etait pas un incendit ou catastrophe naturelle chez moi aucun serieux au niveau du traitement des dossiers aucune communication possible c'est le pyntagone à éviter,1,2
j'ai eu un arrêt il y a presque 4 mois et toujours aucune indemités je suis libérale sans autre source de revenus il manque toujours quelque chose finalement sans vraiment m'expliquer on me vire,2,1
bonjour niveau accidents je ne connais pas comme c est leur prise en charge vu que heureusement jamais arrivé par contre la permiere annee d assurance prix attractif pour gagne le cliente et apres au lieu de descendre comme dans toutes les assurances ils augmente le prix sans explications car pas d incident et puis ils m on toujours augmente la cotisation - a fuir,1,2
avons choisi santiane depuis 2014 lorsque nous n avons plus bénéficie de la mutuelle de groupe au travail,3,2
je suis satisfait du service les prix sont très raisonnables je remercie l'olivier assurances pour leur conseil et leur bonne humeur passer une agréable journée,5,4
je n'ai pas eu de souci avec la pacifica lors de sinistres ils ont un réseau de prestataires lors de dégâts donc je n'opte jamais pour avoir une indemnisation et de l'argent mais toujours pour que la pacifica se charge des travaux selon son devis de sorte qu'ils ne puissent pas dire que les devis des artisans sont trop chers,4,2
pour les contacter numéro surtaxé après 5 minutes d'attente la téléconseillère joue la mauvaise qualité de la ligne qu'elle ne m'entends pas que le son est saccadé qu'elle n'entends qu'un mot sur deux mon téléphone fonctionnait juste avant et juste après et j'entends parfaitement ses collègues derrière elle et quand je lui dis que je n'appelle pas d'un portable mais d'un fixe pouf ça raccroche,1,2
satisfaisant au regard des maigres prestations fournies par rapport au prix proposé mais je crois que c est le même problème avec toutes les assurances,4,3
bonjour j'ai souscrit un contrat d'assurance vie euractiel chez axa le 1er octobre 2012 en raison des nombreux frais précomptés mon contrat a actuellement une performance à -67 malgré les nombreux versements effectués durant toutes ces années pour cette raison je souhaite procéder au rachat total de mon contrat d'assurance vie auprès d'axa malgré de nombreux mails envoyés et de nombreux appels effectués depuis plusieurs mois je n'ai obtenu aucune réponse de la part de mon conseiller axa cordialement,1,2
a la signature de votre 1er contrat tarif d' appel à des tarifs très préférentiels au renouvellement des tarifs de rattrapages avec une augmentation exponentielle 15 06 pour moi en assurance tous risques indiscutable car mes calculs ne sont pas les leurs 1ère année à la signature cotisation annuelle ttc après bonus formule tous risques 244 82 2ème année renouvellement cotisation annuelle ttc après bonus 281 70 calculez pour eux 2 2 ne font pas 4 ce sont les secrets bizarres de l' assurance,1,2
bonsoir nous sommes profondément déçu de la suite qui a été donnée à notre requête nous avons déclaré le vol à l'intérieur de notre véhicule par effraction le 01 08 2019 sachant que nous n'avions pas cocher l'option de quelques euros qui nous permettait la prise en charge des affaires volées et ou la réparation d'une rayure du capot nous avions sollicité auprès de votre service un geste commercial nous pensions que notre fidélité depuis 16 ans et les 6 contrats souscrits à ce jour pouvaient faire valoir une certaine reconnaissance ce n'est que 6 semaines plus tard que nous recevons un courrier hostile qui nous explique que la mutuelle ne peut intervenir pour la possibilité d'une participation exceptionnelle c'est la 2ème fois que nous sommes confrontés à la déception de vos services en conséquence nous en concluons qu'un adhérent reste un adhérent lambda si celui-ci n'est pas satisfait matmut préfère la résiliation de contrats que d'opter pour un geste commercial et la fidélisation de ses clients,1,2
caroline a été d'une grande efficacité en résolvant en temps réel un problème de télétransmission 5 mn après nos échanges j'ai reçu un appel de la sécurité sociale me confirmant l'activation difficile de faire mieux merci caroline,4,3
service clientèle nul dans un premier temps accord de prise en charge assurance puis refus 48 h après un service clientèle qui ne comprends rien à fuir,1,2
service client inexistant lamentable serait encore plus juste absolument injoignables on se demande même pourquoi avoir mis en place un numéro de tél destiné aux clients nullissime a éviter incroyablement mauvais,3,1
bonjour je n'ai jamais eu à me plaindre de cette mutuelle pour mon chien depuis 2 ans je les quitte non pas pour une insatisfaction mais pour une nouvelle car pour 2e de plus il y a un remboursement à 100 sur frais maladie et accidents au lieu de 60,4,2
je suis très satisfait content de votre service qui est pratique rapide et écologique pourriez-je vous prie de bien vouloir me donner l'adresse du siège de votre direction,3,4
devis très simple et rapide très bon qualiter prix et ce fait assez facilement très satisfait de votre site internet et de votre efficasiter ne rien changer,5,4
ma maison à harnes est fortement dégradèe suite à des travaux de terrassement faits par un lotisseur sinistre déclaré le 04 01 2018 des experts incompétents sont intervenus et nient la réalité des faits a ce jour aucune indemnisation et ma maison s'écroule agèe de 79 ans je dois quitter ma maison et être hébergèe service sinistre laxiste et incompétent il y a quatre mois le service sinistre a conseillé de ne pas entreprendre de travaux tant que l'étude sols n'était pas réalisèe cette étude a été faite le 26 09 2018 et je suis sans nouvelles grace à axa ma maison s'est depuis affaissèe je vais porter cette affaire en justice et devoir engager des frais importants malgré ma pension très modeste aucune réactivité de cette compagnie d'assurance malgré de nombreux mails,1,2
nous sommes toujours très bien renseignés et le cas échéant si difficultés ils prennent le temps de comprendre pour résoudre le problème,3,4
mon interlocutrice m'a communiqué les informations dont j'avais besoin cela a été clair et précis j'ai pu faire mes démarches facilement merci de votre professionnalisme,3,5
je suis en tout risque intégral pour ma part 2 demandes non responsable et beaucoup de réactivité ma voiture en panne et 12 jours de prêt d'une voiture je suis satisfaite,4,2
bonjour pour payer les mensualités il n'y a pas de soucis et en cas de sinistre preparez-vous à vous battre pour être indemnisé aujourd'hui il vaut mieux être bien assuré la maaf à éviter absolument,1,2
je ne suis pas très satisfaite car j'ai essayé à plusieurs reprises pour finaliser mon inscription le sites ne fonctionne pas et pourtant j'avais du réseau,2,3
jeune enseignant je n'avais quasiment pas de demandes de remboursement et j'étais heureux de cotiser par solidarité aujourd'hui avec une vie de famille les petites demandes s'accumulent soins dentaires médecines spécialisées ophtalmo lunettes etc chaque demande de remboursement ou presque est rejetée malgré l'envoi de tous les justificatifs nécessaires sans envoyer plusieurs messages aucune chance d'être remboursé ou d'avoir la moindre explication sur un rejet c'est un long combat pour chaque demande de remboursement si perdre du temps ne vous fait pas peur allez-y comme l'ensemble des commentaires je constate que le rapport tarif qualité de service est extrêmement décevant,1,3
bon conseils lors de notre appel pour conseil petit hic sur le faut que si nous ne cochon pas la case d'acceptation de donner collecter gps localisation kilométrage ect nous ne pouvons valider l'assurance alors que nous n'avons pas souscris a you drive,4,3
assurance très médiocre réactivités à sinistre très longue cherche toutes les astuces pour ne pas payé très très déçu commercial efficace mais très mauvais suivi des sinistres,1,2
après 4 mois le décès de ma maman je suis beneficiaire du capital que j'attend depuis pour payer les pompes funèbres a chaque appel le dossier est au même point evitez cette assurance les 10 jours ne sont pas en aucun cas respecté,1,2
